"Polarity","Text"
"neutral","Committed to 3.4.6 and trunk."
"positive","Thanks Ashish!"
"positive","Thank you guys!"
"positive","I really appreciate your comments and I really enjoy our discussions:)"
"neutral","What classes were changed for this fix?"
"neutral","Would like to pick up this fix with the stable release if possible."
"neutral","Enis/Ashutosh we can try coming up with the testcase."
"neutral","But in the meanwhile can I upload a patch which reverts this ?"
"neutral","dead branch no sure which code generator it's talking about"
"positive","Awesome work: this is a great first cut! "
"neutral","Patch is committed to trunk."
"positive","Thanks to Edward and Brock for the reviews."
"neutral","Btw I only get this error in LDAP Studio."
"neutral","Not in LDAP Browser 2.8.2 or MS AD Explorer."
"positive","Looks good."
"neutral","TestSkewedJoin finishes when you give it enough time (a mere 49 minutes) and the other tests I ran passed as well."
"neutral","Milinda patch applied !"
"neutral","Zhenxiao I left comments on Phabricator."
"neutral","Hi Sergey thanks for the patch."
"neutral","But why have you added testPropertyChangePropertyChangeEvent test?"
"neutral","I will revert tomorrow if less-hacky alternative suggested above continues unaddressed."
"neutral","Your explanation sounds reasonable and  the patch looks safe to me."
"neutral","+1 for the patch."
"positive","Thank you Ivan!"
"neutral","After talking with Steve B. we decided that the DAS should insist that datagraph root is passed to the ApplyChanges command."
"neutral","An error is now thrown if this is not the case."
"neutral","So this is ready for merging?"
"positive",":D"
"neutral","Should we close this one now that we went a different route (zero javadoc warnings?)"
"positive","Cool."
"positive","Sounds like a good idea. "
"positive","Cool that's all good news too! Thanks guys. One less on my radar."
"positive","cool man it looks good. we need a changes entry but from my side this looks good. we can tackle the todos on trunk"
"positive","Cool will do!  Thanks for the review and good questions... and the whole idea! :)"
"neutral","Patch applied in SVN revision 743258"
"neutral","Patch applied to LUNI module at repo revision r494822."
"neutral","Please check that the patch was applied as you expected. "
"neutral","I have applied it in Rev."
"neutral","Patch applied."
"positive","Thank you!"
"neutral","+1 if the test is problematic we can always either comment out the new test or @Ignore it and add a note. "
"neutral","The changes look good."
"neutral","+1 for commit."
"positive","Thanks Laura."
"neutral","Have you run test suite ?"
"neutral","The piece of cake was bigger than my mouth... Postponed."
"positive","Thanks Kathey."
"neutral","Thanks."
"neutral","Applied patch with thanks to Dan :)"
"neutral","Changed the patch as per Thejas's suggestion."
"positive","Thanks Adrien for looking into this nice explanation!"
"positive","Thanks a lot Jon for signing up this."
"neutral","Unfortunately I may not be able to look on this weekend as came out of station."
"neutral","Thanks for taking this:-)"
"neutral","Committed to master."
"neutral","Hi Myrna  Are you recommending that we commit this patch but that additional work be put into analyzing LocalizedDisplay.sql and LocalizedConnectionAttribute.sql?"
"positive","I like Richards update as well :) What I did was out of pure anger so it may not have been the sexiest."
"neutral","Jason  I checked...you have karma as you are in the ""jira-administrators"" group."
"neutral","Please go ahead and create it."
"neutral","thanks dims"
"neutral","Patch applied thanks."
"neutral","I just committed this."
"positive","Thanks [~cnauroth] & [~tomwhite] for the reviews!"
"neutral","I'll commit once hudson +1s it."
"positive","Thanks for being patient Devaraj!"
"positive","Hi Bruno  I like it seems to work well at 1st glance  Thanks!"
"neutral","I just committed this."
"neutral","OK You are correct about that."
"neutral","I ran it from the base and it looks good."
"neutral","Thanks +1"
"neutral","Adrian I cannot find the listVisualThemes.ftl file in your last patch."
"neutral","From your comments I guess you changed it."
"positive","Thanks Bob your patch is in trunk at r932317"
"neutral","Hi  Would you please try my patch?"
"neutral","The patch also fixes a typo in StreamHandlerTest.java."
"neutral","Thanks!"
"positive","Best regards Andrew"
"neutral","Better to have the samples run on the fly :-) ."
"neutral","Looks fine Sreekanth. "
"neutral","Leo patch applied at revision r438040 thanks a lot for this enhancement please verify that the problem is fully fixed as you expected. "
"positive","Thanks Myrna."
"neutral","Applied patch with thanks to Christian."
"neutral","Patch d1544-patch2-v2.diff committed revision 429036 - Thanks Deepa"
"neutral","Committed."
"positive","Thanks Tom!"
"neutral","So returning an empty string in such case."
"neutral","This irritates me on a weekly basis."
"neutral","I'm often running ad-hoc analysis in grunt with snippets taken from some heavier scripts I've written and I get bitten ALL the time."
"neutral","You can choose to ignore or modify it."
"positive","Thanks Arvind"
"neutral","Hi Andrus  I cleaned up for one of our projects successfully the comments and could import it into CayenneModeler - great!"
"neutral","Attach patch v2."
"neutral","Let's commit it .Thanks!"
"neutral","Namit what do you by ""describe div""?"
"neutral","Do you mean more test cases?"
"neutral","Hi Pepijn  Can you please take a look at r1215075 ?"
"neutral","Done at rev."
"positive","897392 Thanks Sharan ! "
"positive","Thanks Karthik."
"neutral","fixed in svn r344339."
"neutral","Tony in native codes I think the hymem_allocate/free_memory is preferred than malloc/free?"
"positive","Thanks Ilya."
"neutral","Patch looks good to me & has been committed thanks! "
"neutral","Fixed at revision 936652."
"neutral","Applied patch from Keheliya Gallaba."
"neutral","Fix applied to master (6d1d23b7d0eba4de3c4097907adc37b09191196e)."
"neutral","1"
"positive","Thanks Jimmy."
"neutral","+1  before committing do you mind combining the new test with one of the existing ones?"
"neutral","I've committed the patch."
"positive","Thanks Ravi!"
"neutral","+1 I just committed this."
"positive","Thanks Sandy."
"neutral","I can't apply 0002 cleanly to trunk."
"neutral","Thanks"
"positive","Hello Leo  The patch has been applied at revision r479576 thanks a lot for this enhancement please verify that the problem is fully fixed as you expected."
"positive","Best regards Richard"
"neutral","Hi Uwe  I updated the patch now it uses TermRangeQuery and does not cast anymore getAttribute"
"neutral","On 2009-11-18 04:47:59.970 dloverin commented: Revision 11926."
"positive","Thank you Jing."
"neutral","+1 patch looks good to me."
"neutral","I'm going to commit this momentarily."
"neutral","All the regression tests ran cleanly with client-imports.diff."
"neutral","Committed revision 946641."
"neutral","Daryn - did you get a chance to review the latest patch for this?"
"neutral","Fixed in rev 1137251 and 1137252."
"positive","Thanks for your work on this Allen!"
"neutral","Patch submitted."
"neutral","Please review."
"neutral","PIG-1912-3.patch address Santhosh's review comments"
"neutral","Thanks for the patch."
"neutral","I updated the wiki doc for the sqs component as well."
"positive","Please contact me if you need any clarifications."
"neutral","I just committed this."
"positive","Thanks Tom!"
"neutral","Hi Anil  Did you get chances to review and test?"
"neutral","Go for it (provided it works -) Will need to test XSP samples and make a note somewhere in the docs."
"neutral","i suggest that we commit this ASAP and then do the work to fix the build once the code is in subversion."
"positive","thanks for the explanation."
"neutral","Patch was applied analyzers can now be instantiated by writing some javascript to be executed on the server side."
"positive","Thanks Oliver that's fixed it. "
"neutral","Patch applied thanks"
"neutral"," New 2.0.5 and 2.1 snapshots are deployed that contain the fixes."
"neutral","Can you give them a try and make sure it's all OK?"
"neutral","reviewed looks good."
"neutral","Applied patch in r637925"
"neutral","Alejandro Abdelnur sorry I don't get it what history you want to keep?"
"neutral","and how can I verify the history is not lost?"
"neutral","Jacopo & Anil  Here is the patch for this issue."
"neutral","Committed the patch to trunk (revision 63660) and branches/2.1 (revision 636606)."
"positive","Thanks a lot!  "
"neutral","Excellent!"
"neutral","Looks we all ran into the same issue with TCK."
"neutral","Good verification."
"neutral","Sorry about your signal :-(  "
"neutral","> Attached is d1644_combined_v3.diff a patch proposal which combines the two previous code change patches."
"neutral","I will try to review the latest patch sometime today..."
"neutral","540843 I'm leaving this issue open because a similar patch should be applied to the ecommerce/includes/language.ftl file  Jacopo"
"neutral","Sorry that this patch seems to have slipped through the cracks."
"neutral","Hi Corinne did you attach the wrong patch?"
"positive","thanks nandana"
"neutral","But if one more ledger is created then on next gc call all ledgers deleted ( which are having lesser ledgerId than latest created) will be gc'ed."
"positive","Thanks for review and test case Knut."
"neutral","Committed revision 642996."
"neutral","(Both the patch and the JUnit tests)."
"neutral","Patch looks very good."
"neutral","Committing now.."
"neutral","I'll have a deeper look this evening."
"neutral",":-) Cheers"
"positive","Thank you Ravi."
"positive","+1 thanks Tom!"
"neutral","I had a look at the rpm side and it looks ready to commit."
"neutral","Hi Kevin - Any update on this."
"neutral","Thanks"
"neutral","+1 on patch."
"neutral","Is that so Ram?"
"neutral","aim to merge patches and publish for review by this coming weekend"
"neutral","Hi Jeremias."
"neutral","Can I get a +1 from someone else."
"neutral","Thanks."
"neutral","Thanks for the reviews everyone."
"neutral","When I did a quick glance last time I only saw the isolated patch and didn't see enough context to see the existing retry logic."
"neutral","(We are retrying once and if we fail twice we give up)."
"neutral","It seems strange to me that we are retrying something that throws a DoNotRetyIOException."
"neutral","Anyone else have any comments?"
"neutral","Patch committed."
"neutral","Applied jackrabbit-core patch in revision: 949724"
"neutral","This newest patch applies cleanly and tests all pass."
"neutral","Personally I'm +1 to commit."
"neutral","I'd like for Stack or Jim to take a look at it before we commit it."
"positive","Hi Edward  Thanks for spotting it."
"neutral","Thanks."
"neutral","Verified at revision 473588."
"neutral","Hi Uma thanks for taking a look."
"neutral","Unable to apply cleanly."
"positive","Thanks Andrew - the patch was applied to SQL module at r525019."
"neutral","Please check that the patch was applied as you expected. "
"neutral","combined patch against 1.0"
"neutral","Screens too big to attach: https://www.dropbox.com/s/p2e2gvi87vw772n/cordova_screens.psd  Eventually this should go on the Cordova website and not the repo I think."
"positive","Fixed in svn revision 533916.  thanks dims"
"positive","Thanks Oliver."
"neutral","Verified."
"neutral","All the changes are correct. "
"neutral","New patch looks good (nice comment on why NODELAY)."
"neutral","Subversion dump file."
"neutral","Please take a look and see what else needs to be fixed."
"neutral","I'm going to commit this momentarily."
"neutral","Hi Claus  Please find the attached patch and zip files containing the changes you recommended."
"positive","Cheers  Ashwin..."
"positive","Thanks Martina."
"neutral","I will look at applying this later today."
"neutral","I just committed this."
"positive","Thanks Christian."
"neutral","+1 the latest patch looks good to me."
"neutral","Allen has Jon addressed all of your concerns?"
"neutral","If so I'll go ahead and commit this patch."
"neutral","Please let me know."
"neutral","Committed r1463555."
"neutral","Alejandro we are in a middle of the release right now but I'll work on that over the weekend perhaps."
"positive","@mahadev - I would love to help test a patch :) I'm currently using 3.3.1 + ZOOKEEPER-744 + ZOOKEEPER-790 applied in that order."
"neutral","This patch fixes the issue: # Short circuits the MUST_PASS_ONE case just like it is done in the MUST_PASS_ALL case."
"neutral","# filter.filterRow() is called *after* filterKeyValue in the normal flow of things."
"neutral","I am quite skeptical about this."
"neutral","+1 (subject to hudson)"
"positive","Thanks Atul  Your patch is in trunk at r933169  I just added some ""mod for OFBiz layered lookups"" comments around changes as suggested Sascha"
"positive","Thanks for you work on this Jayachandra."
"neutral","verified by Paulex"
"neutral","Ashu  Please take a look at http://cvs.apache.org/viewcvs.cgi/xml-xerces/java/src/org/apache/xerces/dom/DeepNodeListImpl.java (mentioned by jongjin)  -- dims"
"neutral","Fixing this issue led to the next issue."
"positive","Thanks Areek new patch looks great I'll commit shortly."
"neutral","Looking good."
"neutral","Thanks."
"neutral","Could you verify the fix against the next nightly snapshot?"
"neutral"," Updated patch to work with the latest shindig revision that is subversion revision 727075."
"neutral","Are there snapshots of the volumes belonging to the VM?"
"neutral","Thanks  rev."
"positive","Thanks a lot Kiran for the patch."
"neutral","Changes looks good."
"neutral","if you like please push this in."
"neutral","When I put this patch it did not have this issueLet me update the patch."
"neutral","Thanks for finding this out."
"neutral","+1 for the patch."
"neutral","I committed it."
"positive","Thank you Thejas for the patch and Ivan for the review."
"neutral","I'm not very familiar with ant but i'd think it's just a wildcard for a classpath."
"positive","Thanks Alejandro ."
"neutral","Thanks for the clarification."
"neutral","It make sense I am attaching the updated patch."
"neutral","I've tried this and Can't seem to find any problem."
"neutral","Thanks for the solutionhints."
"neutral","Works fine and the way i (and w3c) wants it now."
"neutral","Thanks correctly applied the patch and updated working copy."
"positive","I would love it in 3.3.2 will upload a patch for that version."
"positive","Thanks Mike!"
"positive","Thanks Ravi."
"neutral","Yea this fixes the other tets."
"neutral","I'll re-run the whole suite on branch-20-security for sanity before committing."
"neutral","Patch applied thanks Nils"
"neutral","Wrong JIRA...please ignore my previous comment."
"neutral","Committed revision 543344 in sandbox."
"neutral","Jason thanks for the patch."
"neutral","Thanks for the review Sidd."
"positive","Sweet! Git I love git! :)"
"positive","Thanks Sijie."
"neutral","1"
"neutral","OK we'll leave it with Atlassian"
"positive","Thank you for the patch Sergey. "
"positive","I love a solution that's simpler and easier to understand than the original."
"neutral","how about changing to ERROR for org.apache.zookeeper.server and leaving as it is for the rest?"
"neutral","Hi  Thanks for your comments."
"neutral","It is supposed to be handled as part of http://issues.apache.org/jira/browse/OPENJPA-907  There is a patch attached to it (I was a bit liberal with the RegEx)."
"neutral","I will correct it and ask for commiting the patch once I am done with this."
"neutral","Regards Ravi."
"positive","In fact if you happen to know why ObserverHammerQuorumTest is failing with this latest patch I'd love to hear."
"neutral","I have committed this."
"positive","Thanks Jing!"
"neutral","This a patch submitted by Ankur Goyal."
"neutral","Junit test."
"neutral","I have attached DERBY-3084.diff and the corrected file rrefsqlj31580.html."
"neutral","Please let me know if any further changes are needed."
"positive","Thanks for reminding me I agree I'll do it.  "
"neutral","Committed to trunk."
"neutral","Yeah I know."
"neutral","Just noticed when trying to vote for 1.3.0."
"neutral","Qian  Does seem like something wrong with hudson."
"neutral","Committed to trunk and flume-1.4 rev: c0c4947."
"positive","Thanks Brock!"
"neutral","Submitting it for Hudson to run the tests."
"neutral","Can someone review the patch in the meanwhile?"
"neutral","Looks good I'll commit."
"neutral","Hi Knut  I am interested in taking up this task.. Is that fine and kindly direct me on where to start off here."
"positive","Hi Sagara  Thank you very much for looking into this."
"neutral","I will investigate this issue and update the patch."
"positive","A pleasure :>."
"neutral","Cheers    Berin "
"positive","Thanks Tom."
"neutral","I updated the indentation and doc/build.xml."
"neutral","I think that Henry Zongaro should open a new defect for the local-name problem."
"neutral","Thanks Andrew."
"neutral","Please check it was applied as you expected. "
"neutral","patch to add DynamicAttributesHandler and update SimpleTheme AbstractCommonAttributesTest and AbstractTest"
"neutral","+1 committed thanks"
"neutral","The changes to LazyBoolean.java look good."
"neutral","Committed."
"neutral","Committed."
"neutral","Fixed in http://svn.eu.apache.org/viewvc?view=rev&revision=702423"
"positive","@Ashutosh: thanks a lot for the comments."
"neutral","Or even better do you have a patch?"
"neutral","Created an attachment (id=12292) corrresponding patch for LocalStrings.properties - will provide more as I encounter them "
"positive","Thanks for the quick patching Donald!"
"positive","Thanks Bilgin  it is working fine now."
"neutral","Hello Paulex      The fix is fine."
"neutral","Thanks!"
"neutral","A test suite that shows the issue"
"neutral","> Eagerly awaiting faster mirroring with github."
"neutral","See INFRA-4641 for some thoughts on how we could/should achieve that."
"neutral","Input welcome!"
"neutral","I just committed this."
"positive","Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson."
"neutral","Svetlana  Fixed in LUNI java.net.DatagramPacket at repo revision 376009."
"neutral","Please check this fully resolves your problem. "
"neutral","Patch applied."
"neutral","Thanks [~bikassaha] addressed your comments."
"neutral","Attaching a new patch."
"neutral","The fix looks fine at r517575."
"neutral","On 2010-03-01 15:37:55.688 jchuang commented: AIR bug is fixed."
"neutral","Can you please submit a patch?"
"neutral","thanks dims"
"neutral","Thanks!"
"neutral","I just committed this."
"neutral","Shawn committed the fix in  rev 1159269 & rev 1164330"
"neutral","Thank Morris."
"neutral","Patch applied at 472664."
"neutral","why do we need normalmappedsegment as well as native?"
"neutral","Patch d2087_try2.diff  Committed revision 499100 - Thanks Julius"
"neutral","Patch applied in r710027."
"neutral","Thanks!"
"neutral","Thanks Jacopo this is in SVN rev 7808."
"neutral","Yup it does the trick."
"neutral","I've ran the tests are both seems to be running fine now."
"neutral","+1 on the patch."
"neutral","As I know this is working  [I didnt not test with JSR 181]  but I have tested with POJOs and it worked fine for me   Thanks Deepal"
"neutral","Patch applied in rev 586231"
"neutral","Thanks Ivan I commit the code according to your suggestion."
"neutral","Committed revision 1298668.  thanks for the suggestion Antony"
"neutral","Verified at r495393 thanks Tim."
"neutral","Hi Jacopo  no problem."
"positive",":)  Best regards Fabian."
"positive","Thanks  Rishi Solanki  to review the patch."
"neutral","Patch committed."
"neutral","Lets see if someone else votes that they want it and if so then we'll commit?"
"neutral","Hello Ruth  The patch has been committed at revision r502513."
"neutral","Thanks a lot for this enhancement."
"positive","Best regards Richard"
"neutral","Any objections?"
"neutral","(A 2GB memstore flush is fine when lzo is on but we want something for default)."
"positive","Hello George  The fix looks fine many thanks!"
"positive","Best regards  Andrew"
"neutral","I have applied your patch http://svn.apache.org/viewvc?view=rev&revision=757162 Thanks Pierre-Arnaud!"
"neutral","See https://issues.apache.org/jira/browse/HBASE-5151?focusedCommentId=13412056&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-13412056 for one reason we need versioning in patch filenames."
"neutral","When versioning is in play the above regex wouldn't pick up all the patches."
"neutral","Does this belong to http://issues.apache.org/jira/browse/DAYTRADER too?"
"neutral","Committed revision 1058592.  thanks uwe for the review"
"positive","Thank you Brandon."
"neutral","Hi Areek yes I'm reviewing your patch."
"positive","I really like what I am seeing so far."
"positive","This is quality work."
"neutral","Committed revision 901901 to trunk."
"positive","Thanks Dianne!"
"positive","Thanks Elena."
"neutral","Please check that this resolves the issue for you. "
"neutral","belongs to cactus project?"
"neutral","+1 Committed."
"positive","Thanks Suresh"
"neutral","Applied combined patch from Shiva and BJ at r692233."
"positive","Thanks to both for these usability enhancements !"
"positive","Thanks a lot for the reviews Todd."
"neutral","I've just committed this to trunk and branch-2."
"neutral","+1  Looks good to me."
"positive","Thanks Doug for the change."
"neutral","As far as I understand the specification [/jcr:system/jcr:versionStorage/17/66/ea/1766eaef-f0f5-4cf6-95ef-a1d7290257f9] is not a legal name:  http://www.day.com/specs/jcr/2.0/6_Query.html#6.7.4 Name  Name ::= '[' quotedName ']' | '[' simpleName ']' | simpleName ::= /* A JCR Name that is also a legal SQL identifier 10 */ 10 See the SQL:92 rules for <regular identifier> (in ISO/IEC 9075:1992 “„5.2 <token> and <separator>).   "
"neutral","Too bad :( What ff we could check C-heap lock state before forking and possibly switch to an alternative way?"
"neutral","Because of this and HADOOP-4972 it may makes sense to acquire namesystem locks in getBlockLocationsInternal."
"neutral","Typo:  surfix -> suffix"
"neutral","Who knows what evil lurks in the heart of Solr?"
"positive","Great investigations Doron!"
"neutral","Was the fix for one issue more responsible for the performance loss than the other?  "
"neutral","I'm no pom expert but it seems that unqualified pom variables can cause this problem."
"neutral","Attached is a patch to support those variables."
"neutral","correct build status capture echo's exit code"
"neutral","Paulex the original patch seems to be out-of-date."
"neutral","The expected behavior would be to see the following messages on stdout."
"neutral","This script renames the files like follows:  cd modules/lang-management/src/test/impl/java/org/apache/harmony/lang/management svn move DynamicMXBeanImplTest.java DynamicMXBeanImplTestBase.java svn move SingleInstanceDynamicMXBeanImplTest.java SingleInstanceDynamicMXBeanImplTestBase.java svn move MultiInstanceDynamicMXBeanImplTest.java MultiInstanceDynamicMXBeanImplTestBase.java  Run it please from classlib base directory."
"neutral","This said HttpClient is a general purpose HTTP agent and as such should follow the letter of the specification rather than make informed guesses."
"neutral","We are not supposed to invent stuff."
"neutral","Nowhere in the spec 'circular redirects' are mentioned."
"neutral","I saw this recently when using a custom built ActiveMQ (5.0.0.9-fuse) with ServiceMix (3.2.1)."
"neutral","I think the language in snowball must be English not en."
"neutral","I'll have a look at mime4j and try to use it in Tika"
"neutral","Your patch was applied at 553723."
"neutral","Please verify."
"neutral","That was a pain!"
"neutral","Thanks!"
"neutral","svn rev 503448"
"neutral","If you have any other things you don't like about it let me know and I can work on it tomorrow.  "
"neutral","Cancelling patch until we get a consensus on Carl's comment."
"neutral","We have equalsIgnoreCase so having that ability for EqualsBuilder (and therefore HashCodeBuilder) seems apt."
"neutral","Setting fix version for 3.0 - ie) won't be looking at applying this until after 2.3 gets released."
"positive","Hi Sandy Thanks so much to give me such comments that's really helpful I will update this later."
"positive","ahhh sweet i'm guessing you have an IDE that does this? If the tests pass commit this kinda crap goes out of date too fast!"
"neutral","Sending to IRB."
"neutral","On 2011-10-26 14:27:36.512 chiedozi commented: This would be a very simple change to make."
"positive","I want to integrate the sweet sweet logo Andrew crafted."
"neutral","On 2011-10-26 15:16:22.394 jsaracin commented: IRB -- opening to Chiedo priority B Ultra."
"positive","Thanks Oliver!"
"positive","Thanks to Fabrizio for the patch."
"positive","Regex is your friend."
"neutral","the new patch already put the #resolveConflict after checking ensemble."
"neutral","oh I looked closely to see if you flipped args or did a compare w/ a presumption that hadn't been testing a statement or two earlier and it all looks right to me."
"positive","Thanks Awdesh - Done at r821748."
"neutral","I had a quick look at the ab patch and nothing jumped at me."
"neutral","Two small nits though:    * the count variable in requireAtLeastOneProperty() is never used    * couldntSetProperty() reinvents Property.toString() (or actually Hashtable.toString() which is inherited by Property)"
"positive","Thanks Richard  Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784."
"neutral","Please check that the patch was applied as you expected. "
"neutral","+1 Looks good  I just committed this."
"positive","Thanks Tom"
"positive","Thanks for your comments Konstantin."
"neutral","do we really need this?"
"neutral","the current command is modeled after the export shell command."
"neutral","export x=y sets the variable."
"neutral","we are missing an equivalent of export -n (to unset stuff)."
"neutral","if this is not a good model - then we should switch it with something different altogether."
"neutral","Well 4762 is going nowhere fast should we push this to 2.1 as well?"
"neutral","EventListeners and CacheLoaders are documented."
"neutral","XW-172 already talked about number conversion and localization."
"neutral","Sorry I didn't see that before creating this issue."
"neutral","thanks to Christian Kaltepoth for provide this patch"
"positive","Marcelo thanks for pointing out this it is now fixed in rev."
"neutral","Hi did you check the snapshot?"
"neutral","+ http://tomee.apache.org/datasource-config.html explains that IgnoreDefaultValues can be used to avoid it"
"neutral","fixed in revision 413841 Boris please check that it was applied as expected"
"neutral","On 2008-02-25 15:37:45.766 jchuang commented: This is an AIR issue the AIR team has been notified."
"neutral","On 2010-03-01 16:52:26.625 jchuang commented: Correctly resolved external"
"neutral","Thanks for updating the dependency."
"neutral","I don't this its specific to HyperV as the mgmt server has to take care of reservation of IP address."
"neutral","Can you verify with other hypervsisors and update ."
"positive","Thanks Areek patch looks good!"
"neutral","i agree i think there is no wsdl into jms sample component."
"neutral","one is could be provided isn't it? "
"positive","Hi James  This patch has been applied by chirino in the revision 576522  at Sep 17."
"neutral","Hmmm... it's not collisions then it was worth a try."
"neutral","Ok."
"neutral","Thanks."
"neutral","Thx for your investigations Chet."
"neutral","Thank you."
"positive","This patch really helped."
"neutral","So I added a comment out on UnInvertedField."
"neutral","For the second issue: Consider long tailed distribution as shown on http://en.wikipedia.org/wiki/Long_tail  (In case of network traffic."
"neutral","It signifies 10% of generated values will be __fixed_ values - their respective bin means!"
"neutral","Pareto Tweedie ..)  Why we don't stick with triangular or uniform distribution as default for Kernel within the bean?"
"neutral","Right now it will proxy to port 80 of the httpd instance running on the current VM."
"neutral","Is this sufficient?"
"neutral","Does nexus check for https connections for anything?"
"neutral","[~sershe] please bear with me - (1) could you please upload a rebased patch."
"neutral","(2) HDFS-4979 introduced RetryCache in the NameNode."
"neutral","Committed to branch."
"neutral","We have a guy looking into getting it in shape now but it will require you to update your current JIRA instance to 6.1 before doing another export for us."
"neutral","I'm truly sorry for this inconvenience but JIRA is really strict about the versions being equal when doing an import."
"neutral","So good news is we finally have a chance of testing the exports very soon bad news is it will require an update on your side to be able to transfer the spark JIRA data."
"neutral","Soundararajan Ning - Yes I am planning on working on it starting next week."
"neutral","I expect this to take at least upto mid to late in the week in order to get a patch available for this."
"neutral","Alexei this patch is quite out of date (sorry about that)."
"neutral","Please can you provide an updated patch?"
"neutral","Thanks Tim"
"neutral","If we redid the meta tables in this format we'd be using an access that is natural to hbase a scan as opposed to the perverse expensive getClosestRowBefore we currently have that has to walk backward in meta finding a containing region."
"neutral","This issue is about changing the way we name regions."
"neutral","Converting to the new method we'd have to run a migration on startup changing the content in meta."
"neutral","Up to this the randomid component of a region name has been the timestamp of region creation."
"neutral","HBASE-2531 ""32-bit encoding of regionnames waaaaaaayyyyy too susceptible to hash clashes"" proposes changing the randomid so that it contains actual name of the directory in the filesystem that hosts the region."
"neutral","If we had this in place I think it would help with the migration to this new way of doing the meta because as is the region name in fs is a hash of regionname... changing the format of the regionname would mean we generate a different hash... so we'd need hbase-2531 to be in place before we could do this change."
"neutral","The two machines do not share the filesystem."
"neutral","There is an embedded Tomcat running in the same JVM but according to the logs the database is not booted twice."
"neutral","The only reasons for the failure I can think of were the failed network connections the OutOfMemoryError or the 4000+ simultaneous connections together with lock timeouts."
"neutral","Ah and I am running 10.2 SVN 540841 as this fixes DERBY-2549."
"neutral","#NAME?"
"neutral","Dojo [0] and Ext.js [1] take both a different approach (which i personally don't really like)."
"neutral","just wanted to mention it as it's not about my personal preference but rather what is considered most useful for everybody."
"neutral","[0] http://dojotoolkit.org/~dylan/dojo/tests/widget/demo_DatePicker.html [1] http://extjs.com/deploy/ext/examples/form/dynamic.html (3rd form)"
"neutral","Aaron: I completely agree the parser needs to be changed but I don't currently have the time available."
"neutral","My goal here is a very small/quick change to revert how every FsShell command (except count) to how it used to work."
"neutral","If you're ok with that I think another jira should switch the parser."
"neutral","Todd: I suppose it comes down to whether hadoop should favor posix or gnu extensions?"
"positive","Thanks Todd glad to be on board!"
"neutral","I tested this again on Ubuntu 10.04 This works with the new Tomcat instance and then when I tried the 2nd time it is not working."
"neutral","But when i delete the file which was created at <tomcat-home>/bin/search-index/write.lock  it works fine  but I'm not sure whether this creates other implications?"
"neutral","Further I think the tags are not saved any ware because after redeploying I found the tags I added are missing."
"neutral","Is this due to the deletion of write.lock"
"neutral","From the logs it is clear that the reducers could not fetch the output for map attempt attempt_200905051023_1155_m_000036."
"neutral","Both the reducers (and possibly everybody else) is waiting on these."
"neutral","There is something mysterious going on here."
"neutral","If attempt id 1 was speculative the framework would not have killed it as the original attempt was a failure."
"neutral","In any case why did not the framework try and re execute this map somewhere else?"
"neutral","Attaching the 10 findbugs reports for common and the various hadoop-tools projects and hadoop-auth."
"neutral","Common has 100 or so warnings and there's a couple dozen spread out around the others."
"neutral","I just committed this."
"positive","Thanks Amar!"
"neutral","Here are the results of testing the latest attachment    http://issues.apache.org/jira/secure/attachment/12501038/MAPREDUCE-3209.patch   against trunk revision ."
"positive","Thanks for sweet patch Erik."
"neutral","+1 @author."
"neutral","The patch does not contain any @author tags."
"neutral","Please justify why no new tests are needed for this patch."
"neutral","Also please list what manual steps were performed to verify this patch."
"neutral","+1 javadoc."
"neutral","The patch passed contrib unit tests."
"neutral","martin-g :i think do this in 6.0 and do 4327 in 1.5.x as its very easy to do 4327if you do 4327there will not be any need to mock AjaxRequestTarget but if you do do 4327 also add getters for prependscripts and appendscripts in ART )"
"neutral","created: 2005-09-18 23:36:49.000 resolved: 2007-06-04 10:08:18.657 updated: 2011-05-10 16:51:30.000"
"positive","Owen thanks for the slides."
"neutral","I don't see a direct relation between this issue and the issue of simplifying the implementation of efficient map-side joins (MAPREDUCE-1183 more or less)."
"neutral","File formats are forever."
"neutral","But I'm not convinced its wise to add such support to the exisiting Java-only container file formats."
"neutral","I don't however see that it follows that we should provide implementations of file formats with a large number of different serialization systems as that invites multiplicative long-term support issues."
"neutral","I'd prefer that we instead direct users towards a single preferred high-level serialization system and a single preferred container."
"neutral","We now need to migrate from these to a more expressive language-independent serialization system and container file."
"neutral","Google benefits tremendously by having a single standard serialization system and container file format."
"neutral","The further we depart from this the harder we make it to build systems like Dremel that multiply the utility of stored data."
"neutral","Changing serialization systems or file formats is a major imposition for many applications."
"neutral","They cannot afford to do it frequently."
"neutral","Fixed TestCompositeService to not depend on test-order and thus made it pass on JDK7."
"neutral","Contributed by Thomas Graves."
"neutral","@Andy I have some thing which is similar to this and sorry if am diverting the current JIRA title."
"neutral","Assume the PUT(and related things) that i created in preBatchPut is also needed while i use the preWALWrite is there any way i can carry it in one flow?"
"neutral","Hope am not missing anything?"
"neutral","If you feel this can be done may be we can file an Improvement JIRA."
"neutral","How about renaming leftResults as remainingResults ?"
"neutral","Please prepare patch for trunk."
"neutral","Thanks"
